,NAME,HKSE,SEHKENG,GICS,GICSCODE,GICSENG,LOTSIZE
00352.HK,富阳,地产建筑业,Properties & Construction,房地产,60,Real Estate,2000
00353.HK,能源国际投资,能源业,Energy,能源,10,Energy,20000
00354.HK,中国软件国际,资讯科技业,Information Technology,信息技术,45,Information Technology,2000
00355.HK,世纪城市国际,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,4000
00356.HK,鼎立资本,金融业,Financials,金融,40,Financials,30000
00357.HK,美兰空港,非必需性消费,Consumer Discretionary,工业,20,Industrials,1000
00358.HK,江西铜业股份,原材料业,Materials,原材料,15,Materials,1000
00359.HK,海升果汁,必需性消费,Consumer Staples,日常消费品,30,Consumer Staples,4000
00360.HK,新焦点,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,4000
00361.HK,顺龙控股,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,20000
00362.HK,信阳毛尖,原材料业,Materials,原材料,15,Materials,10000
00363.HK,上海实业控股,综合企业,Conglomerates,工业,20,Industrials,1000
00364.HK,区块链集团,必需性消费,Consumer Staples,日常消费品,30,Consumer Staples,8000
00365.HK,芯成科技,工业,Industrials,工业,20,Industrials,2000
00366.HK,陆氏集团(越南),地产建筑业,Properties & Construction,原材料,15,Materials,2000
00367.HK,庄士机构国际,地产建筑业,Properties & Construction,房地产,60,Real Estate,4000
00368.HK,德合集团,地产建筑业,Properties & Construction,非日常生活消费品,25,Consumer Discretionary,4000
00369.HK,永泰地产,地产建筑业,Properties & Construction,房地产,60,Real Estate,2000
00370.HK,国华(新),非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,6000
00371.HK,北控水务集团,公用事业,Utilities,公用事业,55,Utilities,2000
00372.HK,保德国际发展,金融业,Financials,金融,40,Financials,2000
00373.HK,联合集团(新),金融业,Financials,金融,40,Financials,2000
00374.HK,四洲集团,必需性消费,Consumer Staples,日常消费品,30,Consumer Staples,2000
00375.HK,YGM TRADING,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,1000
00376.HK,云锋金融,金融业,Financials,金融,40,Financials,2000
00377.HK,华君国际集团,工业,Industrials,原材料,15,Materials,80
00378.HK,五龙动力,原材料业,Materials,金融,40,Financials,2000
00379.HK,恒嘉融资租赁,金融业,Financials,金融,40,Financials,10000
00380.HK,冠力国际,地产建筑业,Properties & Construction,非日常生活消费品,25,Consumer Discretionary,4000
00381.HK,侨雄国际,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,10000
00382.HK,中汇集团,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,2000
00383.HK,中国医疗网络,医疗保健业,Healthcare,医疗保健,35,Health Care,10000
00384.HK,中国燃气,公用事业,Utilities,公用事业,55,Utilities,200
00385.HK,建联集团,地产建筑业,Properties & Construction,工业,20,Industrials,2000
00386.HK,中国石油化工股份,能源业,Energy,能源,10,Energy,2000
00387.HK,力丰(集团),工业,Industrials,工业,20,Industrials,4000
00388.HK,香港交易所,金融业,Financials,金融,40,Financials,100
00389.HK,通天酒业,必需性消费,Consumer Staples,日常消费品,30,Consumer Staples,2000
00390.HK,中国中铁,地产建筑业,Properties & Construction,工业,20,Industrials,1000
00391.HK,美亚娱乐资讯,非必需性消费,Consumer Discretionary,通讯服务,50,Communication Services,20000
00392.HK,北京控股,公用事业,Utilities,公用事业,55,Utilities,500
00393.HK,旭日企业,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,4000
00395.HK,环球智能控股,资讯科技业,Information Technology,信息技术,45,Information Technology,8000
00396.HK,兴利(香港)控股,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,2000
00397.HK,权威金融,金融业,Financials,金融,40,Financials,10000
00398.HK,东方表行集团,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,2000
00399.HK,领航医药生物科技,必需性消费,Consumer Staples,日常消费品,30,Consumer Staples,5000
00400.HK,科通芯城,资讯科技业,Information Technology,信息技术,45,Information Technology,1000
00401.HK,万嘉集团,医疗保健业,Healthcare,医疗保健,35,Health Care,20000
00403.HK,星光集团,工业,Industrials,原材料,15,Materials,2000
00406.HK,有利集团,地产建筑业,Properties & Construction,工业,20,Industrials,2000
00408.HK,叶氏化工集团,原材料业,Materials,原材料,15,Materials,2000
00410.HK,SOHO中国,地产建筑业,Properties & Construction,房地产,60,Real Estate,500
00411.HK,南顺(香港),必需性消费,Consumer Staples,日常消费品,30,Consumer Staples,1000
00412.HK,山高金融,金融业,Financials,金融,40,Financials,6000
00413.HK,南华集团控股,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,8000
00416.HK,锦州银行,金融业,Financials,金融,40,Financials,1000
00417.HK,谢瑞麟,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,2000
00418.HK,方正控股,资讯科技业,Information Technology,信息技术,45,Information Technology,2000
00419.HK,华谊腾讯娱乐,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,10000
00420.HK,福田实业,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,2000
00422.HK,越南制造加工出口,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,1000
00423.HK,经济日报集团,非必需性消费,Consumer Discretionary,通讯服务,50,Communication Services,2000
00425.HK,敏实集团,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,2000
00426.HK,万华媒体,非必需性消费,Consumer Discretionary,通讯服务,50,Communication Services,2000
00428.HK,中国天弓控股,金融业,Financials,金融,40,Financials,2000
00430.HK,东方网库,金融业,Financials,金融,40,Financials,2000
00431.HK,大中华金融,金融业,Financials,金融,40,Financials,4000
00432.HK,盈大地产,地产建筑业,Properties & Construction,房地产,60,Real Estate,1000
00433.HK,北方矿业,原材料业,Materials,原材料,15,Materials,10000
00434.HK,博雅互动,资讯科技业,Information Technology,通讯服务,50,Communication Services,1000
00436.HK,新宇环保,工业,Industrials,工业,20,Industrials,20000
00438.HK,彩虹新能源,工业,Industrials,信息技术,45,Information Technology,2000
00439.HK,光启科学,工业,Industrials,通讯服务,50,Communication Services,1000
00440.HK,大新金融,金融业,Financials,金融,40,Financials,400
00442.HK,海福德集团,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,1000
00444.HK,SINCEREWATCH HK,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,10000
00445.HK,中集天达,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,5000
00449.HK,志高控股,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,2000
00450.HK,鸿兴印刷集团,工业,Industrials,原材料,15,Materials,2000
00451.HK,协鑫新能源,公用事业,Utilities,原材料,15,Materials,2000
00455.HK,天大药业,医疗保健业,Healthcare,医疗保健,35,Health Care,2000
00456.HK,新城市建设发展,地产建筑业,Properties & Construction,房地产,60,Real Estate,20000
00458.HK,联亚集团,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,1000
00459.HK,美联工商铺,地产建筑业,Properties & Construction,房地产,60,Real Estate,10000
00460.HK,四环医药,医疗保健业,Healthcare,医疗保健,35,Health Care,1000
00462.HK,天然乳品,必需性消费,Consumer Staples,日常消费品,30,Consumer Staples,4000
00464.HK,中国海外诺信,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,4000
00465.HK,富通科技,资讯科技业,Information Technology,信息技术,45,Information Technology,2000
00467.HK,联合能源集团,能源业,Energy,能源,10,Energy,2000
00468.HK,纷美包装,工业,Industrials,原材料,15,Materials,1000
00469.HK,凯普松国际,工业,Industrials,工业,20,Industrials,4000
00471.HK,中播控股,电讯业,Telecommunications,通讯服务,50,Communication Services,4000
00472.HK,新丝路文旅,必需性消费,Consumer Staples,日常消费品,30,Consumer Staples,10000
00474.HK,昊天发展集团,工业,Industrials,工业,20,Industrials,6000
00475.HK,中发展控股,工业,Industrials,公用事业,55,Utilities,2000
00476.HK,中国动力控股,工业,Industrials,非日常生活消费品,25,Consumer Discretionary,10000
00479.HK,华建控股,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,20000
00480.HK,香港兴业国际,地产建筑业,Properties & Construction,房地产,60,Real Estate,800
00482.HK,圣马丁国际,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,2000
00483.HK,包浩斯国际,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,2000
00484.HK,云游控股,资讯科技业,Information Technology,非日常生活消费品,25,Consumer Discretionary,100
00485.HK,中国华星,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,20000
00486.HK,俄铝,原材料业,Materials,原材料,15,Materials,1000
00487.HK,实德环球,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,4000
00488.HK,丽新发展,综合企业,Conglomerates,房地产,60,Real Estate,300
00489.HK,东风集团股份,工业,Industrials,非日常生活消费品,25,Consumer Discretionary,2000
00491.HK,英皇文化产业,非必需性消费,Consumer Discretionary,通讯服务,50,Communication Services,20000
00493.HK,国美零售,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,1000
00495.HK,PALADIN,地产建筑业,Properties & Construction,房地产,60,Real Estate,5000
00496.HK,卡森国际,地产建筑业,Properties & Construction,房地产,60,Real Estate,1000
00497.HK,资本策略地产,地产建筑业,Properties & Construction,房地产,60,Real Estate,10000
00498.HK,保华集团,地产建筑业,Properties & Construction,工业,20,Industrials,2000
00499.HK,青岛控股,地产建筑业,Properties & Construction,房地产,60,Real Estate,2000
00500.HK,先丰服务集团,工业,Industrials,工业,20,Industrials,1000
00503.HK,朗生医药,医疗保健业,Healthcare,医疗保健,35,Health Care,1000
00505.HK,兴业合金,原材料业,Materials,工业,20,Industrials,1000
00506.HK,中国食品,必需性消费,Consumer Staples,日常消费品,30,Consumer Staples,2000
00508.HK,鼎亿集团投资,地产建筑业,Properties & Construction,金融,40,Financials,5000
00509.HK,世纪阳光,原材料业,Materials,原材料,15,Materials,5000
00510.HK,时富金融服务-新,金融业,Financials,金融,40,Financials,6000
00511.HK,电视广播,非必需性消费,Consumer Discretionary,通讯服务,50,Communication Services,100
00512.HK,远大医药,医疗保健业,Healthcare,医疗保健,35,Health Care,4000
00513.HK,恒和集团,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,10000
00515.HK,中华银科技,工业,Industrials,工业,20,Industrials,2000
00517.HK,中远海运国际,工业,Industrials,工业,20,Industrials,2000
00518.HK,同得仕(集团),非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,2000
00519.HK,实力建业,地产建筑业,Properties & Construction,房地产,60,Real Estate,5000
00520.HK,呷哺呷哺,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,500
00521.HK,CWT INT'L,原材料业,Materials,原材料,15,Materials,10000
00522.HK,ASM PACIFIC,资讯科技业,Information Technology,信息技术,45,Information Technology,100
00524.HK,长城一带一路,电讯业,Telecommunications,通讯服务,50,Communication Services,10000
00525.HK,广深铁路股份,非必需性消费,Consumer Discretionary,工业,20,Industrials,2000
00526.HK,中国汽车新零售,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,2000
00527.HK,瑞风新能源,公用事业,Utilities,公用事业,55,Utilities,4000
00528.HK,金达控股,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,2000
00529.HK,SIS INT'L,资讯科技业,Information Technology,信息技术,45,Information Technology,2000
00530.HK,高银金融,必需性消费,Consumer Staples,金融,40,Financials,2000
00531.HK,顺诚,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,1000
00532.HK,WKK INTL (HOLD),工业,Industrials,工业,20,Industrials,2000
00533.HK,金利来集团,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,1000
00535.HK,金地商置,地产建筑业,Properties & Construction,房地产,60,Real Estate,2000
00536.HK,贸易通,资讯科技业,Information Technology,信息技术,45,Information Technology,2000
00538.HK,味千(中国),非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,1000
00539.HK,冠华国际控股,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,4000
00540.HK,迅捷环球控股,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,4000
